Thorfare_ID,street_name,road_start,road_finish,new_area_code,Impact No,year_built,yr_last_repaired,in_charge,Irish
40036,SHANLISS PARK,SHANLISS ROAD,,2,,,1940,Y ,Páirc Sheanleasa                                       
300219,SHANLISS ROAD,BALLYMUN ROAD,SHANOWEN ROAD,2,,,1940,Y ,Bóthar Sheanleasa                                      
40039,SHANLISS WALK,SHANLISS AVENUE,,2,,,0,Y ,Siúlán Sheanleasa                                      
235091,SHANLISS WAY,SHANLISS WALK,SANTRY AVENUE,2,,,0,Y ,Bealach Sheanleasa                                     
235091,SHANLISS WAY,SHANLISS WAY,,2,,,0,Y ,
199891,SHANNON TERRACE,OLD KILMAINHAIM,,4,,,1940,Y ,Ardán Sionna                                           
260312,SHANOWEN AVENUE,COLLINS AVENUE EXTENSION,SHANARD ROAD,2,,,1940,Y ,Ascaill Sheanabhann                                    
40034,SHANOWEN CRESCENT,SHANOWEN ROAD,,2,,,1940,Y ,Corrán Sheanabhann                                     
40035,SHANOWEN DRIVE,SHANOWEN ROAD,,2,,,1940,Y ,Céide Sheanabhann                                      
321822,SHANOWEN GROVE,SHANOWEN AVENUE,SHANARD AVENUE,2,,,1940,Y ,Garrán Sheanabhann                                     
321886,SHANOWEN PARK,SHANOWEN AVENUE,SHANARD AVENUE,2,,,1940,Y ,Páirc Sheanabhann                                      
260260,SHANOWEN ROAD,SWORDS ROAD,SHANOWEN AVENUE,2,2,,1940,Y ,Bóthar Sheanabhann                                     
260260,SHANOWEN ROAD,SWORDS ROAD,SHANOWEN AVENUE,2,2,,1940,Y ,Bóthar Sheanabhann                                     
298517,SHANRATH ROAD,LORCAN PARK,,2,,,1940,Y ,Bóthar Sheanrátha                                      
296862,SHANTALLA AVENUE,SHANTALLA ROAD,SHANBOLOY ROAD,3,,,1940,Y ,Ascaill Sheantalaimh                                   
297575,SHANTALLA DRIVE,SHANTALLA ROAD,,3,,,1940,Y ,Céie Sheantalaimh                                      
297320,SHANTALLA PARK,SHANTALLA ROAD,,3,,,1940,Y ,Páirc Sheantalaimh                                     
296815,SHANTALLA ROAD,BEAUMOUNT ROAD,LORCAN PARK,3,3,,1940,Y ,Bóthar Sheantalaimh                                    
296815,SHANTALLA ROAD,BEAUMOUNT ROAD,LORCAN PARK,3,3,,1973,Y ,Bóthar Sheantalaimh                                    
296815,SHANTALLA ROAD,BEAUMOUNT ROAD,LORCAN PARK,3,3,,1940,Y ,Bóthar Sheantalaimh                                    
298578,SHANVARNA ROAD,SHANTALLA ROAD,SHANRATH ROAD,2,,,1940,Y ,Bóthar Sheanbheárna                                    
47698,SHAW STREET,PEARSE STREET,TOWNSEND STREET,5,,,1965,Y ,Sráid Seá                                              
122690,SHAWS LANE,BATH AVENUE,,5,,,1959,Y ,
27091441,SHEA'S COURT,SHEA'S LANE,,1,,1997,1997,N,
30603,SHEA'S LANE,MANOR STREET,,1,,0,1999,N,Lana Ui She
123623,SHELBOURNE AVENUE,SHELBOURNE ROAD,,5,,,1959,Y ,Ascaill Shíol Bhroin                                   
122849,SHELBOURNE LANE,SHELBOURNE ROAD,,5,,,1940,Y ,Lána Shíol Bhroin                                      
122851,SHELBOURNE ROAD,MERRION ROAD,HADDINGTON ROAD,5,3,,1973,Y ,Bóthar Shíol Bhroin                                    
30365,SHELBOURNE VILLAGE,RINGSEND ROAD,,5,,1992,1992,N ,Sráidbhaile Shíol Bhroin                               
242486,SHELMALIER ROAD,CULEDON ROAD,CHURCH ROAD,1,,,1940,Y ,Bóthar Shíol Mhaoluír                                  
173243,SHELMARTIN AVENUE,FAIRVIEW TERRACE,CROYDON GARDENS,3,,,1940,Y ,Ascaill Síol Márta                                     
173238,SHELMARTIN TERRACE,PHILIPSBURGH,SHELMARTIN AVENUE,3,,,1940,Y ,Ardán Síol Márta                                       
122578,SHERIFF STREET LOWER,AMIENS STREET,ABERCORN ROAD,1,,,1940,Y ,
122578,SHERIFF STREET LOWER,AMIENS STREET,ABERCORN ROAD,1,,,1974,Y ,
129765,SHERIFF STREET UPPER,ABERCORN ROAD,EAST WALL ROAD,1,3,,1966,Y ,
218074,SHERKIN GARDENS,GRIFFITH AVENUE,,1,,,1940,Y ,Gairdíní Inis Oircín                                   
153860,SHERRARD AVENUE,SHERRARD STREET LOWER,,1,,,1968,Y ,Ascaill Séathra                                        
155893,SHERRARD COURT,PORTLAND PLACE,,1,,,0,Y ,
153859,SHERRARD STREET LOWER,NORTH CIRCULAR ROAD,PORTLAND PLACE,1,,,1971,Y ,
153856,SHERRARD STREET UPPER,GARDINER STREET UPPER,NORTH CIRCULAR ROAD,1,,,1984,Y ,
40357,SHIP STREET GREAT,SHIP STREET LITTLE,GOLDEN LANE,5,,,1940,Y ,
40358,SHIP STREET LITTLE,BRIDE STREET,,5,,,1940,Y ,
444029,SHREWSBURY,SHREWSBURY PARK,,5,,1991,,N,Sriúsbaire
142183,SHREWSBURY PARK,MERRION ROAD,AILESBURY ROAD,5,,,1940,Y ,Páirc Sriúsbaire                                       
398031,SHREWSBURY ROAD,MERRION ROAD,AILESBURY ROAD,5,,,1963,Y ,Bóthar Shrewsbury                                      
47148,SIBTHORPE LANE,LEESON PARK,LITTON HALL,5,,,0,Y ,
180569,SIGURD ROAD,IVAR STREET,HALLIDAY ROAD,1,,,1967,Y ,Bóthar Síogaire                                        
308140,SILLOGE AVENUE,SILLOGE ROAD,SILLOGE GARDENS,2,,,1940,Y ,Ascaill na Saileoga                                    
60054340,SILLOGE CLOSE,SILLOGE PARK,,2,,,,N,
30892,SILLOGE CRESCENT,MAREWOOD CRESCENT,,2,,,,N,
308125,SILLOGE GARDENS,SILLOGE AVENUE,,2,,,1940,Y ,Gairdíní na Saileoga                                   
60054348,SILLOGE GREEN,SILLOGE PARK,,2,,,,N,
60054343,SILLOGE PARK,SILLOGE ROAD,SILLOGE WAY,2,,,,N,
60054353,SILLOGE PLACE,SILLOGE PARK,,2,,,,N,
285279,SILLOGE ROAD,SANDYHILL AVENUE,BALLYMUN ROAD,2,,,0,Y ,Bóthar na Saileoga                                     
60054335,SILLOGE WAY,SILLOGE AVENUE,SILLOGE PARK,2,,,,N,
241187,SIMMONS PLACE,THOMSONS COTTS,,1,,,1940,Y ,
443567,SIMMONSCOURT,ANGLESEA ROAD,,5,,1997,1997,N,
398030,SIMMONSCOURT AVENUE,ANGLESEA ROAD,,5,,,1966,Y ,Ascaill Cúirt Uí Shomacháin                            
122839,SIMMONSCOURT ROAD,ANGLESEA ROAD,MERRION ROAD,5,2,,1972,Y ,Bóthar Cúirt Uí Shomacháin                             
665350,SIMMONSCOURT SQUARE,SIMMONSCOURT ROAD,,5,,1997,1997,N,
398014,SIMMONSCOURT TERRACE,BEAVER ROW,,5,,,1940,Y ,Ardán Cúirt Uí Shomacháin                              
131814,SIMPSONS LANE,PEMBROKE STREET,IRISHTOWN ROAD,1,,,0,Y ,
399522,SION HILL AVENUE,CASIMIR ROAD,,4,,,1940,Y ,Ascaill Chnoc Sióin                                    
220989,SION HILL ROAD,GLANDORE ROAD,GRACE PARK ROAD,3,,,1940,Y ,Bóthar Chnoc Sióin                                     
47325,SIR JOHN ROGERSON'S QUAY      ,CREIGHTON STREET,BRITAIN QUAY,5,,,1969,Y ,Cé Sir Seán Mac Ruaidhrí                               
47325,SIR JOHN ROGERSON'S QUAY      ,CREIGHTON STREET,BRITAIN QUAY,5,,,1940,Y ,Cé Sir Seán Mac Ruaidhrí                               
47325,SIR JOHN ROGERSON'S QUAY      ,CREIGHTON STREET,BRITAIN QUAY,5,,,1969,Y ,Cé Sir Seán Mac Ruaidhrí                               
180575,SITRIC PLACE,SITRIC ROAD,NOISEMAN PLACE,1,,,1971,Y ,Plás Soitric                                           
180581,SITRIC ROAD,MOUNT TEMPLE ROAD,ARBOUR HILL,1,,,1970,Y ,Bóthar Soitric                                         
268928,SKELLY'S LANE,KILMORE ROAD,BEAUMOUNT ROAD,3,,,1975,Y ,
219668,SKREEN ROAD,NAVAN ROAD,BLACKBOROUGH AVENUE,1,,,1940,Y ,Bóthar Scrín                                           
262881,SLADEMORE AVENUE,BLUNDEN DRIVE,,3,,,1980,Y ,
261381,SLADEMORE CLOSE,SLADEMORE AVENUE,,3,,,1980,Y ,
262787,SLADEMORE COURT,SLADEMORE DRIVE,,3,,,1980,Y ,
262830,SLADEMORE DRIVE,SLADEMORE AVENUE,,3,,,1980,Y ,
186470,SLANE ROAD,CLOGHER ROAD,DOWNPATRICK ROAD,4,,,1940,Y ,Bóthar Bhaile Shláine                                  
203211,SLANEY CLOSE,SLANEY ROAD,,1,,,0,Y ,Clós na Sláine                                         
203212,SLANEY ROAD,FINGLAS ROAD,BARROW ROAD,1,,,1941,Y ,Bóthar na Sláine                                       
203212,SLANEY ROAD,FINGLAS ROAD,BARROW ROAD,1,,,1941,Y ,Bóthar na Sláine                                       
220575,SLEMISH ROAD,SUREEN ROAD,,1,,,1940,Y ,Bóthar na Sláine                                       
371955,SLIEVEBLOOM PARK,LONG MILE ROAD,,4,,,1940,Y ,
372297,SLIEVEBLOOM ROAD,BRANDON ROAD,DRIMNAGH ROAD,4,,,1940,Y ,
153695,SLIEVEMORE ROAD,KNOCKNAREA ROAD,COOLEY ROAD,4,,,1940,Y ,Bóthar Sliabh Mór                                      
199909,SLIEVENAMON ROAD,DAVITT ROAD,,4,,,1940,Y ,Bóthar Sliabh na mBan                                  
199909,SLIEVENAMON ROAD,DAVITT ROAD,,4,,,1940,Y ,Bóthar Sliabh na mBan                                  
130687,SMITHFIELD,ASSAN QUAY TERRACE,NORTH KING STREET,1,,,1940,Y ,Margadh na Feirme                                      
376113,SMITH'S COTTAGES,BUSHFIELD TERRACE,,5,,,1940,Y ,
47293,SOMERSET STREET,DORIS STREET,GORDON STREET,5,,,1940,Y ,Sráid Somerset                                         
373987,SOMERVILLE AVENUE,SAINT MARY'S ROAD,,4,,,0,Y ,Ascaill Somerville                                     
376754,SOMERVILLE DRIVE,MOERAN ROAD,,4,,,0,Y ,
538844,SOMERVILLE GREEN,SOMERVILLE PARK,,4,,1994,0,Y,
373974,SOMERVILLE PARK,SOMERVILLE AVENUE,,4,,,0,Y ,
30913,SOUTH BANK QUAY,THORNCASTLE STREET,,5,,2001,2001,N,
132238,SOUTH BANK ROAD,SOUTH LINK ROAD,,5,,,0,Y,
124143,SOUTH CIRCULAR ROAD,SOUTH CIRCULAR ROAD,MEMORIAL GARDENS,4,,,1975,N,
124143,SOUTH CIRCULAR ROAD,CONYNAHAM ROAD,HEYTESBURY STREET,4,,,1964,Y ,
124143,SOUTH CIRCULAR ROAD,CONYNAHAM ROAD,HEYTESBURY STREET,4,,,1975,Y ,
47291,SOUTH DOCK PLACE,SOUTH DOCK STREET,,5,,,1940,Y ,"Plás na nDogaí,Theas                                   "
122715,SOUTH DOCK ROAD,RINGSEND ROAD,,5,,,1940,Y ,"Bóthar na nDogaí,Theas                                 "
122715,SOUTH DOCK ROAD,RINGSEND ROAD,,5,,,1940,Y ,"Bóthar na nDogaí,Theas                                 "
47302,SOUTH DOCK STREET,BARROW STREET,SOUTH LOTTS ROAD,5,,,1986,Y ,"Sráid na nDogaí,Theas                                  "
332633,SOUTH HILL,MILLTOWN ROAD,,5,,,1940,Y ,An Cnoc Theas                                          
122686,SOUTH LOTTS ROAD,GRAND CANAL STREET UPPER,RINGSEND ROAD,5,2,,1940,Y ,"Bóthar na Scar,Theas                                   "
40274,SOUTH WILLIAM STREET,STEPHENS STREET LOWER,WICKLOW STREET,5,,,1940,Y ,
194398,SOUTHERN CROSS AVENUE,BULFIN ROAD,GOLDENBRIDGE AVENUE,4,,,1940,Y ,Ascaill Cnoc an Deisceart                              
194398,SOUTHERN CROSS AVENUE,GOLDENBRIDGE AVENUE,,4,,,1940,Y ,Ascaill Cnoc an Deisceart                              
185577,SPA ROAD,EMMET ROAD,THOMAS DAVIS STREET,4,,,1940,Y ,Bóthar an Spá                                          
132369,SPAFIELD TERRACE,SANDYMOUNT AVENUE,,5,,,1967,Y ,Ardán Tuar an Spá                                      
162534,SPENCER PLACE,SPENCER STREET,,1,,,1940,Y ,Plás Spencer                                           
122570,SPENCER ROW,TALBOT STREET,STORE STREET,1,,,1940,N,Rae Spencer                                            
162532,SPENCER STREET NORTH,LEINSTER AVENUE,,1,,,1971,Y ,
191121,SPENCER STREET SOUTH,SOUTH CIRCULAR ROAD,SAINT VINCENT'S STREET,5,,,1971,Y ,
185588,SPERRIN ROAD,COOLEY ROAD,,4,,,1940,Y ,Bóthar Speirín                                         
212669,SPIDDAL PARK,SPIDDAL ROAD,ORANMORE ROAD,4,2,,1986,Y ,Páirc Spidéil                                          
212668,SPIDDAL ROAD,BLACKDITCH ROAD,CLIFDEN ROAD,4,2,,1940,Y ,Bóthar Spidéil                                         
212668,SPIDDAL ROAD,BLACKDITCH ROAD,CLIFDEN ROAD,4,2,,1940,Y ,Bóthar Spidéil                                         
584883,SPIRE VIEW,ABBEY DRIVE,,2,,0,1998,Y,
571866,SPIRE VIEW,PHIBSBOROUGH AVENUE,,1,,1992,1992,Y ,
405004,SPIRE VIEW LANE,RATHGAR ROAD,,5,,,1986,Y ,Lána Radharc na Stuairce                               
127335,SPITALFIELDS,GORDON LANE,MARK'S ABBEY WEST,4,,,1970,Y ,Bánta an Spidéil                                       
47717,SPRING GARDEN LANE,TOWNSEND STREET,PEARSE STREET,5,,,1940,Y ,Lána Ghairdíní an Earraigh                             
174540,SPRING GARDEN STREET,BALLYBOUGH ROAD,NORTH STRAND ROAD,1,,,1970,Y ,Sráid Ghairdíní an Earraigh                            
175695,SPRINGDALE ROAD,RAHENY ROAD,TONLEGEE ROAD,3,2,,1986,Y ,
175695,SPRINGDALE ROAD,RAHENY ROAD,TONLEGEE ROAD,3,2,,1987,Y ,
220625,SPRINGFIELD,BLACKHORSE AVENUE,,1,,,1973,Y ,
30929,STABLE LANE,LEESON STREET LOWER,,5,,,1940,Y ,Lána an Stáblaí                                        
30928,STABLE LANE,MERRION ROW,,5,,,0,Y ,Lána an Stáblaí                                        
40129,STABLE LANE,HARCOURT STREET,,5,,,0,Y ,Lána an Stáblaí                                        
55265,STABLE LANE,SMITHFIELD,LINCOLN LANE,1,,,1940,Y ,Lána an Stáblaí                                        
47049,STAMER STREET,LENNOX STREET,SOUTH CIRCULAR ROAD,5,,,1973,Y ,Sráid Stéamar                                          
371689,STANFORD GREEN,BALFE ROAD,,4,,,0,Y ,Faiche Stanford                                        
168233,STANHOPE STREET,GRANGEGORMAN ROAD UPPER,,1,,,1940,Y ,Sráid Stanhope                                         
30290,STANLEY STREET,NORTH BRUNSWICK STREET,,1,,,1940,Y ,Sráid Stanlaí                                          
380243,STANNAWAY AVENUE,SAINT AGNES ROAD,LORCAN O TOOLE PARK,4,,,1940,Y ,
30334,STANNAWAY COURT,STANAWAY AVENUE,,4,,,0,Y ,
386847,STANNAWAY DRIVE,STANNAWAY ROAD,,4,,,1940,Y ,
385927,STANNAWAY ROAD,CAPTAIN ROAD,SUNDRIVE ROAD,4,,,1985,Y ,
385927,STANNAWAY ROAD,CAPTAIN ROAD,SUNDRIVE ROAD,4,,,1985,Y ,
179450,STATION ROAD,HOWTH ROAD,RAHENY ROAD,3,,,1940,Y ,
30827,STATION WAY,BEAU PARK SQUARE,RAILWAY ROAD,3,0,2009,2009,N,
47260,STEEVEN'S LANE,SAINT JOHN'S STREET,JAMES STREET,4,,,1974,Y ,
162790,STELLA AVENUE,SAINT MOBHI ROAD,RATHLIN ROAD,1,,0,,Y,
40280,STEPHEN STREET LOWER,AUNGIER STREET,WILLIAM STREET,5,5,0,,Y,
40286,STEPHEN STREET UPPER,SHIP STREET GREAT,AUNGIER STREET,5,,,1975,Y ,
47260,STEPHEN'S LANE,STEPHENS PLACE,POWERS COURT,5,,,1940,Y ,
47260,STEPHEN'S LANE,STEPHENS PLACE,POWERS COURT,5,,,1940,Y ,
47261,STEPHEN'S PLACE,MOUNT STREET UPPER,MOUNT STREET LOWER,5,,,1940,Y ,
47261,STEPHEN'S PLACE,MOUNT STREET UPPER,MOUNT STREET LOWER,5,,,1940,Y ,
47261,STEPHEN'S PLACE,MOUNT STREET UPPER,MOUNT STREET LOWER,5,,,1940,Y ,
30700090,STEPHENS ROAD,KICKHAM ROAD,GOLDENBRIDGE AVENUE,4,,,1940,Y ,
32235332,STILES COURT,THE STILES ROAD,,3,,1995,0,N ,Cúirt na Strapaí                                       
327328,STILLORGAN ROAD,ANGLESEA ROAD,COUNTY BORO BDY,5,3,,1975,Y ,
168929,STIRRUP LANE,BEREFORD STREET,CHURCH STREET,1,,,0,Y ,Lána an Stioróp                                        
168929,STIRRUP LANE,BEREFORD STREET,CHURCH STREET,1,,,1940,Y ,Lána an Stioróp                                        
47451,STOKES PLACE,HARCOURT STREET,,5,,,0,N ,
30639,STONE MEWS,RATHMINES PARK,,5,,0,1980,Y,
246178,STONEY ROAD,EASTWALL ROAD,STRANDVILLE AVENUE,1,,,1970,Y ,Bóthar Maolcluiche                                     
550887,STONEYBATTER,MANOR STREET,NORTH KINGS STREET,1,4,,1940,Y ,
550887,STONEYBATTER,MANOR STREET,NORTH KINGS STREET,1,4,,1940,Y ,Bóthar na gCloch                                       
122568,STORE STREET,AMIENS STREET,TALBOT STREET,1,,,1961,Y ,Sráid na Stór                                          
317504,STORMANSTOWN ROAD,SAINT PAPPINS ROAD,SAINT CANICES ROAD,2,,,1986,Y ,
384102,STRAND LANE,MILLTOWN ROAD,,5,,,0,Y ,
30384,STRAND MEWS,SAINT JOHN'S ROAD WEST,,5,,,1960,Y ,Eachlann na Trá                                        
550885,STRAND ROAD,MERRION ROAD,NEWGROVE AVENUE,5,3,,1940,Y ,Bóthar na Trá                                          
550885,STRAND ROAD,MERRION ROAD,NEWGROVE AVENUE,5,3,,1964,Y ,Bóthar na Trá                                          
132235,STRAND STREET,PEMBROKE STREET,,5,,,1968,Y ,Sráid na Trá                                           
40369,STRAND STREET GREAT,CAPEL STREET,LIFFEY STREET,1,,,1940,Y ,Sráid Mhór na Trá                                      
40374,STRAND STREET LITTLE,ASSAN STREET,CAPEL STREET,1,,,1976,Y ,
161507,STRANDVILLE AVENUE,NORTH STRAND ROAD,STONEY ROAD,1,,,0,Y ,
161507,STRANDVILLE AVENUE,NORTH STRAND ROAD,STONEY ROAD,1,,,1966,Y ,
169182,STRANDVILLE AVENUE EAST,CLONTARF ROAD,HOWTH ROAD,3,,,1940,Y ,
169182,STRANDVILLE AVENUE EAST,CLONTARF ROAD,HOWTH ROAD,3,,,1970,Y ,
243773,STRANDVILLE PLACE,STRANDVILLE AVENUE,,1,,,1940,Y ,Plás Bailtín Trá                                       
239205,STRANGFORD GARDENS,WEST ROAD,,1,,,1968,Y ,Gairdíní an Tochair                                    
239199,STRANGFORD ROAD EAST,WEST ROAD,CHURCH ROAD,1,,,1968,Y ,
239199,STRANGFORD ROAD EAST,WEST ROAD,CHURCH ROAD,1,,,0,Y ,
132236,STRASBURG TERRACE,STRAND STREET,,5,,,1940,Y ,Ardán Strasbúrg                                        
30914,STRATFORD ROW,BAILEYS ROW,,1,,,0,Y ,
196081,STREAMVILLE ROAD,MILLBROOK AVENUE,KILFENORA DRIVE,3,,,0,Y ,Bóthar Bhailtín an tSrutháin                           
196081,STREAMVILLE ROAD,MILLBROOK AVENUE,KILFENORA DRIVE,3,,,0,Y ,Bóthar Bhailtín an tSrutháin                           
128728,STRONG'S COURT,FINDLATER'S PLACE,,1,,,1940,Y ,Cúirt Strong                                           
40360,SUFFOLK STREET,CHURCH STREET,GRAFTON STREET,5,5,,1980,Y ,Sráid Suffolc                                          
30693,SUIR BRIDGE,SUIR ROAD,,4,,,1940,Y ,
194402,SUIR ROAD,BULFIN ROAD,SUIR BRIDGE,4,4,,1940,Y ,Bóthar na Súire                                        
47016,SULLIVAN COTTAGES,HADDINGTON PLACE,,5,,,1940,Y ,
143713,SULLIVAN STREET,BLACK STREET,KINAHON STREET,1,,,1970,Y ,Sráid Uí Shúilleabháin                                 
241167,SUMMER ARCH,SUMMER ARCH,,1,,,1940,Y ,áirse Chríonáin                                        
245072,SUMMER PLACE,UPPER RUTLAND STREET,,1,,,1940,Y ,Plás Chríonáin                                         
241168,SUMMER STREET NORTH,UPPER RUTLAND STREET,NORTH CIRCULAR ROAD,1,,,1940,Y ,
130745,SUMMER STREET SOUTH,MARROWBONE LANE,JOHN STREET SOUTH,4,,,1986,Y ,
130745,SUMMER STREET SOUTH,MARROWBONE LANE,JOHN STREET SOUTH,4,,,1940,Y ,
245073,SUMMERHILL,PORTLAND ROW,GARDINER STREET,1,3,,1940,Y ,Cnoc Chríonáin                                         
230712,SUMMERHILL PARADE,PORTLAND ROW,BALLYBOUGH ROAD,1,,,1940,Y ,Paráid Chnoc Críonáin                                  
245074,SUMMERHILL PLACE,RUTLAND STREET LOWER,BUCKINGHAM STREET UPPER,1,,,1975,Y ,Plás Chnoc Críonáin                                    
647824,SUMMERVILLE,CLONTARF ROAD,,3,,1999,1999,Y,
405080,SUMMERVILLE PARK,RATHMINES ROAD UPPER,,5,,,1961,Y ,
408210,SUNBURY GARDENS,DARTRY ROAD,,5,,,1964,Y ,Gairdíní na Gréine                                     
30700103,SUNBURY PARK,SUNBURY GARDENS,,5,,0,1998,N,
394821,SUNDRIVE PARK,SUNDRIVE ROAD,,4,,,1940,Y ,Páirc Griangréine                                      
186471,SUNDRIVE ROAD,CRUMLIN ROAD,KIMMAGE ROAD LOWER,4,3,,1968,Y ,Bóthar Griangréine                                     
188233,SUSAN TERRACE,ELENGER TERRACE,O'DONOVAN ROAD,4,,,1972,Y ,Ardán Shiuí                                            
230119,SUSANVILLE ROAD,CLONLIFF ROAD,DISTILLERY ROAD,1,,,1969,Y ,Bóthar Bhaile Shiuí                                    
47145,SUSSEX ROAD,LEESON STREET UPPER,,5,,,1971,Y ,Bóthar Susac                                           
31823500,SUSSEX TERRACE,SUSSEX ROAD,MESPIL ROAD,5,,,1964,Y ,Ardán Susac                                            
124493,SWAN ALLEY,HANBURY LANE,THOMAS STREET,4,,,1940,Y ,Scabhat na hEala                                       
47160,SWAN GROVE,MOUNT PLEASANT PLACE,,5,,,1987,Y ,
62434,SWAN PLACE,LEESON STREET LOWER,,5,,,1940,Y ,Plás na hEala                                          
30642,SWAN YARD,HARRY STREET,,5,,,1940,Y ,Macha na hEala                                         
182275,SWANS NEST AVENUE,KILLBARRACK ROAD,SWANS NEST ROAD,3,,,1974,Y ,
180925,SWANS NEST ROAD,RAHENY ROAD,GRANGE PARK CRESCENT,3,,,1974,Y ,
403949,SWANVILLE PLACE,RATHMINES ROAD LOWER,,5,,,1940,Y ,Plás Suánbhaile                                        
30343,SWANWARD COURT,PARNELL ROAD,,4,,1996,0,N ,Cúirt Bhealach na nEalaí                               
130702,SWEENEY'S TERRACE,MILL STREET,,4,,,1987,Y ,Ardán Mhic Suibhne                                     
124467,SWIFT'S ALLEY,CATHERINE STREET,FRANCIS STREET,4,,,1940,Y ,Scabhat Swift                                          
423693,SWIFT'S GROVE,CLONSHAUGH HEIGHTS,,3,,,0,Y ,
30610,SWIFT'S ROW,ORMOND QUAY LOWER,STRAND STREET GREAT,1,,,1940,Y ,Rae Swift                                              
223470,SWILLY ROAD,CARNLOUGH ROAD,RATHOATH ROAD,1,,,1940,Y ,Bóthar na Súilí                                        
484323,SWORDS ROAD,GRIFFITH AVENUE,SANTRY,2,4,,1963,Y ,Bóthar Suardais                                        
484323,SWORDS ROAD,GRIFFITH AVENUE,SANTRY,2,4,,1940,Y ,Bóthar Suardais                                        
484323,SWORDS ROAD,GRIFFITH AVENUE,SANTRY,2,4,,0,Y ,Bóthar Suardais                                        
180555,SWORDS STREET,MOIRA ROAD,THOR STREET,1,,,1963,Y ,Sráid Suardais                                         
161630,SYBIL HILL AVENUE,MARYVILLE ROAD,ALL SAINTS ROAD,3,,,1940,Y ,Ascaill Chnoc Sibile                                   
161633,SYBIL HILL ROAD,HOWTH ROAD,VERNON AVENUE,3,3,,1987,Y ,Bóthar Cnoc Sibile                                     
285177,SYCAMORE PARK,SYCAMORE ROAD,OAKWOOD DRIVE,2,,,1940,Y ,Páirc Seiceamair                                       
54994,SYCAMORE ROAD,GROVE PARK ROAD,JAMESTOWN ROAD,2,,,1940,Y ,Bóthar Seiceamair                                      
54994,SYCAMORE ROAD,GROVE PARK ROAD,JAMESTOWN ROAD,2,,,1940,Y ,Bóthar Seiceamair                                      
40420,SYCAMORE STREET,ESSEX STREET EAST,DAME STREET,5,,,1940,Y ,Sráid Seiceamair                                       
30653,SYDENHAM COURT,SYDENHAM ROAD,,5,,0,,N,
122841,SYDENHAM ROAD,MERRION ROAD,,5,,,1940,Y ,Bóthar Sydenham                                        
143067,SYDNEY PARADE AVENUE,MERRION ROAD,STRAND ROAD,5,2,,1971,Y ,Ascaill Paráid Sydney                                  
143067,SYDNEY PARADE AVENUE,MERRION ROAD,STRAND ROAD,5,2,,1940,Y ,Ascaill Paráid Sydney                                  
40098,SYNGE LANE,SYNGE STREET,LENNOX STREET,5,,,1940,Y ,
40095,SYNGE PLACE,HARRINGTON STREET,SYNGE STREET,5,,,1940,Y ,Plás Singe                                             
47044,SYNGE STREET,PLEASANT'S STREET,LENNOX STREET,5,,,1962,Y ,Sráid Singe                                            
214049,SYNNOTT PLACE,SYNOTT ROW,DOREST STREET LOWER,1,,,1970,Y ,
236297,SYNNOTT ROW,INNISFALLEN PARADE,SAINT JOSEPHS STREET,1,,,1970,Y ,
30655,TAAFFES PLACE,ANNESLEY PLACE,,1,,,1973,Y ,
30717,TALBOT ARCH,TALBOT LANE,,1,,,1940,Y ,
30275,TALBOT LANE,MARLBORO POINT,TALBOT STREET,1,,,1940,Y ,Lána Talbóid                                           
122569,TALBOT PLACE,STORE STREET,TALBOT STREET,1,,,1940,Y ,Plás Talbóid                                           
122571,TALBOT STREET,AMIENS STREET,MARLBOROUGH STREET,1,5,,1940,Y ,Sráid Talbóid                                          
30358,TANGIER LANE,GRAFTON STREET,,5,,,1940,Y ,Lána Tangier                                           
199014,TARA LAWN,CARRAROE AVENUE,,3,,,0,Y ,Plasóg Teamhrach                                       
47701,TARA STREET,PEARSE STREET,GEORGES QUAY,5,4,,1984,Y ,Sráid Teamhrach                                        
36805078,TAYLOR'S LANE,SCHOOL STREET,,4,,,1940,Y ,Lána Táiliúr                                           
40407,TEMPLE BAR,TEMPLE LANE SOUTH,BEDFORD ROW,5,,,1940,Y ,Barra an Teampaill                                     
30662,TEMPLE BAR SQUARE,TEMPLE BAR,,5,,1995,0,N ,
241574,TEMPLE COTTAGES,TEMPLE LANE,,1,,,1971,Y ,Iostáin an Teampaill                                   
332638,TEMPLE GARDENS,PALMERSTON ROAD,MERTON ROAD,5,,,1964,Y ,Gairdíní an Teampaill                                  
30718,TEMPLE LANE,DOMINICK STREET UPPER,TEMPLE COTTS,1,,,1940,Y ,
153849,TEMPLE LANE NORTH,GARDINER STREET MIDDLE,HILL STREET,1,,,1940,Y ,
153849,TEMPLE LANE NORTH,GARDINER STREET MIDDLE,HILL STREET,1,,,1940,Y ,
40418,TEMPLE LANE SOUTH,DAME STREET,TEMPLE BAR,5,,,1940,Y ,
332642,TEMPLE PARK,RICHMOND AVENUE SOUTH,,5,,,0,N ,Páirc an Teampaill                                     
47153,TEMPLE PLACE,RANELAGH,,5,,,1940,Y ,Plás an Teampaill                                      
332643,TEMPLE ROAD,DARTRY ROAD,RICHMOND AVENUE SOUTH,5,,,1966,Y ,Bóthar an Teampaill                                    
241577,TEMPLE STREET,GEORGES PLACE,GARDINER PLACE,1,,,1965,Y ,
186337,TEMPLE STREET WEST,WOLF TONE QUAY,MONTPELIER HILL,1,,,1976,Y ,
